VALTYP;VALOMRÅDESKOD;VALOMRÅDESNAMN;VALKRETSKOD;VALKRETSNAMN;LÄNSKOD;LÄNSNAMN;PARTIBETECKNING;PARTIFÖRKORTNING;PARTIKOD;ANMÄLNINGSDATUM;BESLUTSDATUM;DIARIENUMMER;REGISTRERADPARTIBETECKNING;ANMÄLDAKANDIDATER;DELTAGANDEGRUND
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Stora Norrlands oberoende Frihetsparti; ;1559;2022-02-24;2022-04-12;VAL-201;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Stram Kurs Sverige; ;1592;2022-04-20;2022-04-21;VAL-306;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Svenska Rikslagen; ;1513;2021-12-20;2021-12-21;200 298-21/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;SVENSKARNA; ;1444;2020-01-23;2020-03-06;200 22-20/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Sverige ut ur EU/Frihetliga Rättvisepartiet (FRP); ;1493;2021-09-27;2021-10-05;200 180-21/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Sverigedemokraterna;SD;0110;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Sverigedemokraterna;SD;0110;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Sverigepartiet; ;1457;2020-10-23;2020-12-08;200129-20/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Swexitpartiet; ;1461;2020-11-24;2021-01-19;2007-21/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Säkerhetspartiet; ;1466;2021-02-12;2021-03-09;2 00 49-21/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;TRYGGHETSPARTIET;TRP;1309;2022-02-12;2022-02-17;VAL-150;J;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Vinningspartiet; ;1468;2021-01-28;2021-04-27;20031-21/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Vänsterpartiet;V;0005;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Vänsterpartiet;V;0005;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Yggdrasil; ;1454;2020-09-30;2020-11-24;200122-20/98234;N;N;A;
RF;10;Blekinge;1003;Karlshamnskretsen;10;Blekinge;Ändrings partiet revolution; ;1404;2021-08-20;2021-08-24;200147-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Alternativ för Sverige;AfS;1325;2020-08-31;2020-09-10;200 101-20/98234;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2022-04-22;2022-04-22; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Centerpartiet;C;0004;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Centerpartiet;C;0004;2022-04-12;2022-04-12; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Common sense in Sweden;CSIS;1318;2020-11-26;2020-12-08;200144-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Direktdemokraterna;DD;1150;2021-01-24;2021-03-09;2 00 37-21/98234;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Enad Politik; ;1589;2022-04-11;2022-04-21;VAL-291;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Enade Sverige; ;1448;2020-05-27;2020-06-16;200 73-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Enhet;ENH;0189;2022-04-20;2022-05-23;VAL-322;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;EUSEC; ;1534;2022-02-08;2022-03-17;VAL-134;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Feministiskt initiativ;FI;0532;2022-01-24;2022-02-08;VAL-93;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;FOLKOMROSTA2021.SE; ;1489;2021-09-14;2021-09-28;2 00 170-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;FramtidsTro;FT;1449;2020-05-23;2020-07-02;200 72-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Fredspartiet; ;1484;2021-09-02;2021-09-09;2 00 162-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Fria Wermland; ;1548;2022-02-15;2022-03-23;VAL-166;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Frihetsrörelsen; ;1573;2022-03-16;2022-04-20;VAL-251;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Fritt val; ;1479;2021-06-16;2021-06-24;2 00 120-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Förenade Demokratiska Partiet; ;1577;2022-03-21;2022-04-13;VAL-265;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Företaget Sverige; ;1510;2021-12-10;2021-12-21;200288-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Gula västarna; ;1436;2019-02-26;2019-05-10;200 104119-19/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Humanistisk demokrati (HD);HD;1480;2021-06-28;2021-07-02;2 00 124-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kalle ankapartiet; ;1579;2022-03-22;2022-04-05;VAL-271;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kapitalism med vänligt ansikte; ;1495;2021-10-12;2021-10-19;2 00 197-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Klassiskt liberala partiet;KLP;0638;2022-01-16;2022-01-28;VAL-84;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kristdemokraterna;KD;0068;2022-04-20;2022-04-20; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kristdemokraterna;KD;0068;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kristna Värdepartiet; ;1551;2022-02-24;2022-03-17;VAL-186;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Kärlek; ;1465;2021-01-28;2021-03-09;2 00 51-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Landsbygdspartiet Oberoende;LPo;1011;2022-02-21;2022-02-23;VAL-171;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Liberalerna (tidigare Folkpartiet);L;0003;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Liberalerna (tidigare Folkpartiet);L;0003;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Medborgarresan; ;1330;2019-08-22;2019-10-14;200 360174-19/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Medborgerlig Samling;MED;1296;2020-12-12;2020-12-22;200 151-20/98234;J;J;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Medborgerlig Samling;MED;1296;2022-04-08;2022-04-08; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Miljöpartiet de gröna;MP;0055;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Miljöpartiet de gröna;MP;0055;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;MITT SVERIGE; ;1591;2022-04-20;2022-04-20;VAL-305;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Moderaterna;M;0001;2022-04-10;2022-04-10; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Moderaterna;M;0001;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Monisterna; ;1502;2021-11-17;2021-11-23;2 00 262-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Mälaröarnas parti; ;1440;2019-10-15;2019-10-31;200 428004-19/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Nationalsocialistiska reformistiska Partiet; ;1595;2022-04-11;2022-04-26;VAL-292;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;NaturFilosoferna; ;1460;2020-09-08;2020-12-22;200 103-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;NY REFORM; ;1528;2022-02-01;2022-03-17;VAL-115;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;OK; ;1478;2021-06-14;2021-06-24;2 00 117-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Olofströmsdemokraterna; ;1555;2022-04-07;2022-04-13;VAL-286;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Partiet Folkomröstning; ;1578;2022-03-22;2022-05-02;VAL-270;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Partiet Nyans; ;1439;2019-10-03;2019-10-31;200 415580-19/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Partiet Vändpunkt;PV;1430;2021-11-18;2021-12-14;2 00 265-21/98234;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Pax; ;1491;2021-09-22;2021-09-28;200 174-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Piratpartiet;PP;0524;2022-04-25;2022-04-27;VAL-312;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Positivt Samhällsinitiativ (PSI); ;1475;2021-05-24;2021-06-22;200 101-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Rastliberalerna; ;1508;2021-09-29;2021-12-14;200 177-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Rikspolitiska partiet; ;1496;2021-10-08;2021-10-19;2 00 198-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;SKP; ;1586;2022-04-08;2022-05-23;VAL-289;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;SKÅNEPARTIET;SKÅ;0054;2022-05-06;2022-05-10;VAL-330;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Socialisterna-Välfärdspartiet;S-V;0977;2021-12-01;2021-12-21;200276-21/98234;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Sociallibertarianerna; ;1507;2021-12-02;2022-01-13;200 275-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Stora Norrlands oberoende Frihetsparti; ;1559;2022-02-24;2022-04-12;VAL-201;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Stram Kurs Sverige; ;1592;2022-04-20;2022-04-21;VAL-306;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Svenska Rikslagen; ;1513;2021-12-20;2021-12-21;200 298-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;SVENSKARNA; ;1444;2020-01-23;2020-03-06;200 22-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Sverige ut ur EU/Frihetliga Rättvisepartiet (FRP); ;1493;2021-09-27;2021-10-05;200 180-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Sverigedemokraterna;SD;0110;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Sverigedemokraterna;SD;0110;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Sverigepartiet; ;1457;2020-10-23;2020-12-08;200129-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Swexitpartiet; ;1461;2020-11-24;2021-01-19;2007-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Säkerhetspartiet; ;1466;2021-02-12;2021-03-09;2 00 49-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;TRYGGHETSPARTIET;TRP;1309;2022-02-12;2022-02-17;VAL-150;J;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Vinningspartiet; ;1468;2021-01-28;2021-04-27;20031-21/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Vänsterpartiet;V;0005;2018-09-09;2018-09-09; ;J;J;R;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Vänsterpartiet;V;0005;2022-04-21;2022-04-21; ;J;J;K;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Yggdrasil; ;1454;2020-09-30;2020-11-24;200122-20/98234;N;N;A;
RF;10;Blekinge;1004;Listerkretsen;10;Blekinge;Ändrings partiet revolution; ;1404;2021-08-20;2021-08-24;200147-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Alternativ för Sverige;AfS;1325;2020-08-31;2020-09-10;200 101-20/98234;J;J;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Alternativ för Sverige;AfS;1325;2022-04-11;2022-04-11; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2022-04-22;2022-04-22; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Centerpartiet;C;0004;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Centerpartiet;C;0004;2022-04-20;2022-04-20; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Common sense in Sweden;CSIS;1318;2020-11-26;2020-12-08;200144-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Direktdemokraterna;DD;1150;2021-01-24;2021-03-09;2 00 37-21/98234;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Enad Politik; ;1589;2022-04-11;2022-04-21;VAL-291;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Enade Sverige; ;1448;2020-05-27;2020-06-16;200 73-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Enhet;ENH;0189;2022-04-20;2022-05-23;VAL-322;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;EUSEC; ;1534;2022-02-08;2022-03-17;VAL-134;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Feministiskt initiativ;FI;0532;2022-01-24;2022-02-08;VAL-93;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;FOLKOMROSTA2021.SE; ;1489;2021-09-14;2021-09-28;2 00 170-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;FramtidsTro;FT;1449;2020-05-23;2020-07-02;200 72-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Fredspartiet; ;1484;2021-09-02;2021-09-09;2 00 162-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Fria Wermland; ;1548;2022-02-15;2022-03-23;VAL-166;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Frihetsrörelsen; ;1573;2022-03-16;2022-04-20;VAL-251;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Fritt val; ;1479;2021-06-16;2021-06-24;2 00 120-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Förenade Demokratiska Partiet; ;1577;2022-03-21;2022-04-13;VAL-265;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Företaget Sverige; ;1510;2021-12-10;2021-12-21;200288-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Gula västarna; ;1436;2019-02-26;2019-05-10;200 104119-19/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Humanistisk demokrati (HD);HD;1480;2021-06-28;2021-07-02;2 00 124-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kalle ankapartiet; ;1579;2022-03-22;2022-04-05;VAL-271;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kapitalism med vänligt ansikte; ;1495;2021-10-12;2021-10-19;2 00 197-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Klassiskt liberala partiet;KLP;0638;2022-01-16;2022-01-28;VAL-84;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kristdemokraterna;KD;0068;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kristdemokraterna;KD;0068;2022-04-20;2022-04-20; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kristna Värdepartiet; ;1551;2022-02-24;2022-03-17;VAL-186;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Kärlek; ;1465;2021-01-28;2021-03-09;2 00 51-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Landsbygdspartiet Oberoende;LPo;1011;2022-02-21;2022-02-23;VAL-171;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Liberalerna (tidigare Folkpartiet);L;0003;2022-04-21;2022-04-21; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Liberalerna (tidigare Folkpartiet);L;0003;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Medborgarresan; ;1330;2019-08-22;2019-10-14;200 360174-19/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Medborgerlig Samling;MED;1296;2020-12-12;2020-12-22;200 151-20/98234;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Miljöpartiet de gröna;MP;0055;2018-09-09;2018-09-09; ;J;N;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;MITT SVERIGE; ;1591;2022-04-20;2022-04-20;VAL-305;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Moderaterna;M;0001;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Moderaterna;M;0001;2022-04-10;2022-04-10; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Monisterna; ;1502;2021-11-17;2021-11-23;2 00 262-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Mälaröarnas parti; ;1440;2019-10-15;2019-10-31;200 428004-19/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Nationalsocialistiska reformistiska Partiet; ;1595;2022-04-11;2022-04-26;VAL-292;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;NaturFilosoferna; ;1460;2020-09-08;2020-12-22;200 103-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;NY REFORM; ;1528;2022-02-01;2022-03-17;VAL-115;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;OK; ;1478;2021-06-14;2021-06-24;2 00 117-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Olofströmsdemokraterna; ;1555;2022-04-07;2022-04-13;VAL-286;J;J;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Olofströmsdemokraterna; ;1555;2022-04-22;2022-04-22; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Partiet Folkomröstning; ;1578;2022-03-22;2022-05-02;VAL-270;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Partiet Nyans; ;1439;2019-10-03;2019-10-31;200 415580-19/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Partiet Vändpunkt;PV;1430;2021-11-18;2021-12-14;2 00 265-21/98234;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Pax; ;1491;2021-09-22;2021-09-28;200 174-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Piratpartiet;PP;0524;2022-04-25;2022-04-27;VAL-312;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Positivt Samhällsinitiativ (PSI); ;1475;2021-05-24;2021-06-22;200 101-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Rastliberalerna; ;1508;2021-09-29;2021-12-14;200 177-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Rikspolitiska partiet; ;1496;2021-10-08;2021-10-19;2 00 198-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;SKP; ;1586;2022-04-08;2022-05-23;VAL-289;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;SKÅNEPARTIET;SKÅ;0054;2022-05-06;2022-05-10;VAL-330;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Socialisterna-Välfärdspartiet;S-V;0977;2021-12-01;2021-12-21;200276-21/98234;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Sociallibertarianerna; ;1507;2021-12-02;2022-01-13;200 275-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Stora Norrlands oberoende Frihetsparti; ;1559;2022-02-24;2022-04-12;VAL-201;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Stram Kurs Sverige; ;1592;2022-04-20;2022-04-21;VAL-306;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Svenska Rikslagen; ;1513;2021-12-20;2021-12-21;200 298-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;SVENSKARNA; ;1444;2020-01-23;2020-03-06;200 22-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Sverige ut ur EU/Frihetliga Rättvisepartiet (FRP); ;1493;2021-09-27;2021-10-05;200 180-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Sverigedemokraterna;SD;0110;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Sverigedemokraterna;SD;0110;2022-04-20;2022-04-20; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Sverigepartiet; ;1457;2020-10-23;2020-12-08;200129-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Swexitpartiet; ;1461;2020-11-24;2021-01-19;2007-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Säkerhetspartiet; ;1466;2021-02-12;2021-03-09;2 00 49-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;TRYGGHETSPARTIET;TRP;1309;2022-02-12;2022-02-17;VAL-150;J;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Vinningspartiet; ;1468;2021-01-28;2021-04-27;20031-21/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Vänsterpartiet;V;0005;2018-09-09;2018-09-09; ;J;J;R;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Vänsterpartiet;V;0005;2022-04-21;2022-04-21; ;J;J;K;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Yggdrasil; ;1454;2020-09-30;2020-11-24;200122-20/98234;N;N;A;
KF;1060;Olofström;106000;Olofström;10;Blekinge;Ändrings partiet revolution; ;1404;2021-08-20;2021-08-24;200147-21/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Alternativ för Sverige;AfS;1325;2020-08-31;2020-09-10;200 101-20/98234;J;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2022-04-22;2022-04-22; ;J;J;K;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Arbetarepartiet-Socialdemokraterna;S;0002;2018-09-09;2018-09-09; ;J;J;R;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Centerpartiet;C;0004;2018-09-09;2018-09-09; ;J;J;R;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Centerpartiet;C;0004;2022-04-20;2022-04-20; ;J;J;K;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Common sense in Sweden;CSIS;1318;2020-11-26;2020-12-08;200144-20/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Direktdemokraterna;DD;1150;2021-01-24;2021-03-09;2 00 37-21/98234;J;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Enad Politik; ;1589;2022-04-11;2022-04-21;VAL-291;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Enade Sverige; ;1448;2020-05-27;2020-06-16;200 73-20/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Enhet;ENH;0189;2022-04-20;2022-05-23;VAL-322;J;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;EUSEC; ;1534;2022-02-08;2022-03-17;VAL-134;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Feministiskt initiativ;FI;0532;2022-01-24;2022-02-08;VAL-93;J;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;FOLKOMROSTA2021.SE; ;1489;2021-09-14;2021-09-28;2 00 170-21/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;FramtidsTro;FT;1449;2020-05-23;2020-07-02;200 72-20/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Fredspartiet; ;1484;2021-09-02;2021-09-09;2 00 162-21/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Fria Wermland; ;1548;2022-02-15;2022-03-23;VAL-166;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Frihetsrörelsen; ;1573;2022-03-16;2022-04-20;VAL-251;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Fritt val; ;1479;2021-06-16;2021-06-24;2 00 120-21/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Förenade Demokratiska Partiet; ;1577;2022-03-21;2022-04-13;VAL-265;J;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Företaget Sverige; ;1510;2021-12-10;2021-12-21;200288-21/98234;N;N;A;
KF;1080;Karlskrona;108001;Karlskrona Ö;10;Blekinge;Gula västarna; ;1436;2019-02-26;2019-05-10;200 104119-19/98234;N;N;A;
